Core	Average	Leaves
group1	0.1	otu54;otu275;otu90;otu788;otu418;otu273;otu111;otu859;otu923;otu896;otu40;otu389;otu550;otu576;otu341;otu349;otu873;otu1000;otu164;otu139;otu346;otu575;otu342;otu719;otu252;otu168;otu2;otu928;otu447;otu793;otu998;otu900;otu612;otu387;otu72;otu7;otu324;otu750;otu460;otu105;otu973;otu45;otu95;otu684;otu146;otu130;otu810;otu929;otu22;otu299;otu934;otu441;otu588;otu489;otu272;otu481;otu858;otu38;otu997;otu313;otu352;otu535;otu821;otu495;otu212;otu841;otu624;otu655;otu540;otu579;otu829;otu323;otu13;otu408;otu915;otu942;otu662;otu526;otu445;otu702;otu552;otu654;otu816;otu683;otu611;otu912;otu854;otu498;otu534;otu685;otu430;otu384;otu523;otu33;otu868;otu773;otu661;otu186;otu744;otu840
group2	0.1	otu97;otu554;otu746;otu294;otu195;otu377;otu380;otu630;otu442;otu86;otu819;otu516;otu437;otu649;otu885;otu379;otu20;otu215;otu667;otu103;otu948;otu714;otu411;otu17;otu398;otu257;otu459;otu604;otu569;otu820;otu939;otu71;otu726;otu322;otu562;otu869;otu716;otu815;otu261;otu619;otu549;otu202;otu177;otu609;otu504;otu427;otu852;otu521;otu55;otu14;otu155;otu986;otu219;otu26;otu288;otu908;otu972;otu776;otu305;otu491;otu721;otu475;otu1;otu126;otu703;otu75;otu581;otu401;otu801;otu978;otu999;otu490;otu11;otu904;otu608;otu426;otu988;otu621;otu785;otu722;otu457;otu35;otu365;otu994;otu536;otu41;otu851;otu638;otu992;otu469;otu394;otu29;otu964;otu723;otu188;otu474;otu76;otu812;otu769;otu166
group3	0.1	otu472;otu853;otu295;otu950;otu110;otu798;otu82;otu966;otu665;otu493;otu688;otu383;otu191;otu836;otu364;otu496;otu467;otu167;otu682;otu424;otu663;otu158;otu800;otu216;otu753;otu492;otu553;otu88;otu947;otu179;otu583;otu995;otu34;otu440;otu574;otu944;otu945;otu919;otu907;otu957;otu577;otu381;otu547;otu46;otu206;otu669;otu409;otu969;otu659;otu709;otu180;otu433;otu641;otu141;otu696;otu926;otu975;otu283;otu730;otu429;otu127;otu339;otu647;otu306;otu256;otu405;otu331;otu507;otu64;otu932;otu113;otu248;otu646;otu251;otu28;otu245;otu335;otu724;otu290;otu118;otu764;otu399;otu116;otu431;otu707;otu982;otu175;otu971;otu178;otu620;otu632;otu913;otu953;otu321;otu738;otu623;otu922;otu505;otu282;otu642
group4	0.1	otu189;otu881;otu916;otu10;otu871;otu880;otu727;otu500;otu846;otu183;otu81;otu524;otu674;otu525;otu974;otu607;otu455;otu520;otu308;otu653;otu984;otu274;otu259;otu557;otu96;otu600;otu544;otu734;otu373;otu249;otu809;otu545;otu533;otu106;otu422;otu981;otu952;otu736;otu876;otu464;otu85;otu555;otu80;otu848;otu564;otu425;otu159;otu679;otu832;otu468;otu345;otu650;otu374;otu637;otu817;otu830;otu501;otu354;otu668;otu735;otu833;otu391;otu486;otu77;otu260;otu184;otu36;otu622;otu729;otu197;otu697;otu778;otu67;otu689;otu786;otu208;otu470;otu537;otu314;otu866;otu53;otu677;otu739;otu989;otu413;otu842;otu24;otu463;otu561;otu325;otu98;otu359;otu406;otu240;otu602;otu519;otu616;otu68;otu23;otu889
group5	0.1	otu267;otu317;otu89;otu443;otu888;otu268;otu895;otu311;otu508;otu845;otu791;otu360;otu465;otu892;otu156;otu173;otu758;otu920;otu940;otu458;otu312;otu883;otu124;otu671;otu695;otu765;otu192;otu114;otu745;otu749;otu877;otu599;otu247;otu835;otu225;otu958;otu338;otu390;otu69;otu395;otu334;otu133;otu692;otu51;otu21;otu705;otu541;otu58;otu78;otu397;otu960;otu482;otu300;otu509;otu194;otu968;otu546;otu340;otu874;otu917;otu610;otu246;otu790;otu361;otu708;otu357;otu864;otu748;otu670;otu303;otu666;otu136;otu839;otu79;otu476;otu230;otu804;otu182;otu214;otu207;otu781;otu595;otu37;otu760;otu860;otu478;otu613;otu343;otu938;otu792;otu49;otu101;otu414;otu886;otu962;otu636;otu91;otu488;otu565;otu265
group6	0.1	otu752;otu99;otu787;otu680;otu210;otu979;otu370;otu185;otu410;otu137;otu890;otu471;otu147;otu861;otu872;otu5;otu163;otu796;otu802;otu102;otu318;otu39;otu115;otu150;otu222;otu450;otu420;otu204;otu673;otu393;otu63;otu61;otu153;otu128;otu452;otu710;otu107;otu143;otu990;otu48;otu348;otu434;otu818;otu825;otu987;otu824;otu234;otu232;otu794;otu936;otu328;otu681;otu149;otu104;otu687;otu8;otu281;otu315;otu910;otu388;otu330;otu795;otu228;otu823;otu65;otu62;otu559;otu70;otu123;otu239;otu279;otu897;otu977;otu567;otu799;otu3;otu894;otu605;otu775;otu645;otu551;otu254;otu412;otu566;otu356;otu358;otu631;otu140;otu407;otu42;otu603;otu280;otu336;otu298;otu701;otu4;otu803;otu511;otu770;otu797
group7	0.1	otu826;otu375;otu129;otu494;otu914;otu242;otu768;otu421;otu578;otu157;otu931;otu757;otu946;otu686;otu262;otu517;otu807;otu863;otu120;otu253;otu269;otu918;otu462;otu556;otu615;otu367;otu831;otu711;otu698;otu224;otu506;otu44;otu332;otu50;otu783;otu856;otu223;otu943;otu479;otu980;otu152;otu198;otu763;otu898;otu350;otu174;otu121;otu466;otu94;otu326;otu878;otu190;otu320;otu530;otu144;otu779;otu911;otu657;otu925;otu172;otu956;otu847;otu428;otu368;otu808;otu396;otu572;otu297;otu12;otu857;otu165;otu905;otu887;otu828;otu937;otu935;otu238;otu193;otu951;otu6;otu532;otu271;otu302;otu996;otu538;otu865;otu132;otu235;otu690;otu344;otu542;otu229;otu510;otu392;otu112;otu43;otu882;otu728;otu513;otu766
group8	0.1	otu963;otu117;otu906;otu319;otu531;otu539;otu921;otu586;otu52;otu263;otu529;otu487;otu351;otu706;otu369;otu813;otu93;otu700;otu135;otu276;otu292;otu100;otu382;otu134;otu737;otu327;otu658;otu717;otu614;otu151;otu372;otu171;otu720;otu87;otu970;otu60;otu363;otu74;otu277;otu199;otu108;otu676;otu762;otu635;otu582;otu580;otu176;otu563;otu573;otu353;otu784;otu371;otu805;otu587;otu109;otu92;otu993;otu209;otu879;otu780;otu893;otu806;otu138;otu644;otu594;otu933;otu503;otu270;otu309;otu444;otu366;otu751;otu237;otu255;otu362;otu927;otu181;otu454;otu453;otu867;otu747;otu477;otu930;otu9;otu502;otu522;otu596;otu145;otu449;otu633;otu515;otu712;otu518;otu837;otu400;otu571;otu227;otu543;otu480;otu417
group9	0.1	otu31;otu485;otu402;otu959;otu618;otu985;otu789;otu949;otu378;otu678;otu715;otu740;otu811;otu439;otu264;otu233;otu56;otu965;otu66;otu733;otu160;otu634;otu899;otu584;otu827;otu241;otu162;otu822;otu761;otu122;otu293;otu725;otu512;otu205;otu648;otu161;otu629;otu664;otu850;otu771;otu774;otu640;otu438;otu419;otu754;otu570;otu337;otu909;otu628;otu849;otu296;otu844;otu891;otu656;otu213;otu484;otu901;otu211;otu217;otu231;otu548;otu941;otu307;otu651;otu243;otu777;otu643;otu16;otu625;otu220;otu355;otu451;otu592;otu170;otu32;otu285;otu862;otu585;otu838;otu884;otu903;otu221;otu30;otu423;otu767;otu590;otu284;otu660;otu57;otu226;otu287;otu772;otu843;otu73;otu25;otu461;otu691;otu672;otu597;otu514
group10	0.1	otu301;otu870;otu675;otu855;otu814;otu693;otu591;otu713;otu967;otu416;otu782;otu291;otu47;otu250;otu196;otu756;otu560;otu266;otu954;otu527;otu18;otu432;otu983;otu329;otu435;otu652;otu386;otu125;otu732;otu278;otu83;otu187;otu731;otu626;otu741;otu598;otu499;otu755;otu924;otu304;otu834;otu483;otu148;otu142;otu244;otu169;otu236;otu955;otu976;otu446;otu743;otu84;otu606;otu589;otu528;otu310;otu258;otu704;otu759;otu627;otu59;otu448;otu961;otu558;otu404;otu699;otu436;otu286;otu289;otu902;otu376;otu154;otu742;otu593;otu617;otu456;otu473;otu27;otu694;otu403;otu333;otu203;otu131;otu347;otu218;otu991;otu718;otu601;otu19;otu497;otu15;otu385;otu415;otu316;otu639;otu201;otu200;otu568;otu875;otu119
