Core	Average	Leaves
group1	0.029396079823329983	otu255;otu284;otu127;otu118;otu13;otu814;otu302;otu497;otu155;otu386;otu261;otu35;otu102;otu894;otu625;otu923;otu633;otu97;otu89;otu399;otu931;otu634;otu460;otu813;otu120;otu542;otu856;otu946;otu598;otu110;otu14;otu665;otu407;otu153;otu457;otu289;otu182;otu34;otu463;otu676;otu352;otu377;otu688;otu346;otu384;otu785;otu160;otu388;otu311;otu107;otu770;otu174;otu305;otu848;otu691;otu335;otu746;otu570;otu391;otu292;otu433;otu300;otu777;otu745;otu556;otu916;otu866;otu114;otu326;otu241;otu635;otu552;otu819;otu687;otu650;otu603;otu895;otu486;otu847;otu333;otu104;otu917;otu685;otu998;otu619;otu287;otu313;otu308;otu743;otu262;otu7;otu844;otu397;otu502;otu143;otu470;otu68;otu786;otu490;otu338
group2	0.04597364051331141	otu832;otu514;otu834;otu115;otu843;otu802;otu739;otu366;otu624;otu121;otu164;otu811;otu281;otu747;otu117;otu504;otu295;otu672;otu396;otu299;otu511;otu444;otu983;otu781;otu704;otu799;otu406;otu253;otu862;otu256;otu198;otu16;otu526;otu555;otu574;otu404;otu611;otu201;otu578;otu943;otu519;otu315;otu101;otu11;otu703;otu995;otu945;otu557;otu61;otu212;otu553;otu902;otu87;otu698;otu259;otu381;otu373;otu538;otu439;otu244;otu358;otu347;otu922;otu796;otu422;otu123;otu72;otu171;otu573;otu334;otu989;otu415;otu309;otu831;otu680;otu825;otu109;otu551;otu159;otu763;otu794;otu820;otu592;otu893;otu410;otu250;otu46;otu279;otu723;otu496;otu842;otu749;otu867;otu374;otu178;otu675;otu9;otu939;otu643;otu328
group3	0.39927675858778827	otu270;otu724;otu908;otu221;otu653;otu632;otu642;otu654;otu47;otu233;otu647;otu106;otu124;otu390;otu222;otu952;otu830;otu225;otu933;otu961;otu662;otu541;otu380;otu710;otu670;otu859;otu594;otu559;otu277;otu79;otu990;otu62;otu960;otu734;otu186;otu283;otu591;otu929;otu413;otu528;otu868;otu560;otu733;otu615;otu953;otu99;otu782;otu21;otu517;otu744;otu54;otu322;otu58;otu947;otu610;otu12;otu606;otu227;otu8;otu269;otu50;otu249;otu639;otu69;otu568;otu966;otu740;otu752;otu454;otu252;otu718;otu57;otu242;otu668;otu652;otu243;otu251;otu558;otu22;otu17;otu451;otu579;otu184;otu793;otu803;otu972;otu286;otu854;otu307;otu713;otu2;otu835;otu82;otu904;otu474;otu412;otu321;otu758;otu84;otu429
group4	0.06656384727992803	otu367;otu65;otu561;otu66;otu480;otu129;otu495;otu912;otu563;otu588;otu85;otu172;otu327;otu780;otu608;otu464;otu748;otu548;otu569;otu963;otu134;otu472;otu76;otu60;otu361;otu369;otu855;otu930;otu234;otu163;otu498;otu466;otu355;otu319;otu231;otu452;otu807;otu419;otu19;otu910;otu15;otu646;otu599;otu33;otu577;otu878;otu483;otu531;otu364;otu546;otu125;otu149;otu485;otu403;otu838;otu944;otu183;otu798;otu341;otu818;otu387;otu37;otu707;otu348;otu86;otu280;otu144;otu395;otu105;otu421;otu220;otu636;otu709;otu775;otu549;otu482;otu975;otu83;otu661;otu26;otu320;otu285;otu316;otu329;otu116;otu530;otu907;otu515;otu582;otu499;otu664;otu792;otu180;otu949;otu720;otu297;otu138;otu589;otu534;otu248
group5	0.008091828907352017	otu20;otu478;otu768;otu432;otu934;otu667;otu456;otu567;otu170;otu678;otu217;otu871;otu77;otu332;otu779;otu742;otu111;otu805;otu73;otu443;otu837;otu773;otu507;otu453;otu435;otu207;otu817;otu760;otu108;otu465;otu484;otu778;otu52;otu897;otu986;otu627;otu436;otu595;otu175;otu226;otu976;otu25;otu282;otu360;otu426;otu418;otu956;otu942;otu950;otu317;otu645;otu686;otu977;otu874;otu762;otu692;otu24;otu91;otu506;otu67;otu314;otu876;otu442;otu828;otu425;otu336;otu229;otu651;otu965;otu446;otu195;otu264;otu293;otu27;otu216;otu565;otu203;otu921;otu935;otu70;otu974;otu271;otu883;otu576;otu527;otu992;otu232;otu776;otu726;otu879;otu64;otu273;otu151;otu130;otu696;otu157;otu94;otu674;otu378;otu411
group6	0.08327240132807907	otu899;otu572;otu140;otu604;otu100;otu684;otu416;otu247;otu258;otu197;otu905;otu783;otu727;otu161;otu473;otu48;otu839;otu55;otu566;otu365;otu393;otu441;otu318;otu343;otu941;otu618;otu162;otu113;otu979;otu756;otu750;otu809;otu613;otu590;otu994;otu63;otu205;otu158;otu954;otu985;otu841;otu596;otu829;otu872;otu938;otu861;otu892;otu132;otu209;otu951;otu631;otu543;otu715;otu732;otu795;otu535;otu165;otu660;otu192;otu822;otu638;otu353;otu626;otu516;otu215;otu4;otu981;otu790;otu408;otu202;otu597;otu6;otu154;otu455;otu417;otu736;otu402;otu890;otu349;otu147;otu689;otu821;otu850;otu622;otu991;otu3;otu968;otu523;otu500;otu753;otu401;otu306;otu95;otu274;otu600;otu42;otu827;otu471;otu218;otu477
group7	0.10704277749284392	otu554;otu1000;otu999;otu520;otu853;otu806;otu5;otu544;otu823;otu398;otu851;otu741;otu265;otu751;otu926;otu702;otu176;otu706;otu389;otu469;otu438;otu376;otu431;otu764;otu428;otu90;otu350;otu199;otu23;otu648;otu927;otu30;otu701;otu887;otu363;otu354;otu984;otu92;otu816;otu98;otu891;otu571;otu136;otu146;otu620;otu882;otu959;otu93;otu450;otu928;otu962;otu179;otu810;otu846;otu128;otu491;otu344;otu345;otu812;otu39;otu96;otu88;otu312;otu925;otu683;otu235;otu996;otu616;otu731;otu919;otu769;otu257;otu45;otu392;otu32;otu705;otu303;otu695;otu607;otu31;otu845;otu224;otu423;otu649;otu135;otu462;otu621;otu122;otu671;otu729;otu488;otu693;otu414;otu522;otu852;otu804;otu119;otu177;otu204;otu824
group8	0.003610587913142354	otu424;otu801;otu239;otu53;otu714;otu663;otu690;otu437;otu970;otu166;otu583;otu761;otu964;otu869;otu1;otu372;otu59;otu524;otu593;otu509;otu800;otu18;otu721;otu487;otu694;otu896;otu36;otu725;otu940;otu237;otu324;otu699;otu167;otu458;otu789;otu208;otu492;otu581;otu623;otu513;otu587;otu173;otu440;otu330;otu512;otu545;otu815;otu193;otu268;otu858;otu288;otu605;otu142;otu169;otu735;otu575;otu131;otu700;otu873;otu189;otu139;otu901;otu394;otu505;otu936;otu772;otu529;otu717;otu766;otu737;otu276;otu673;otu267;otu28;otu708;otu924;otu997;otu765;otu152;otu808;otu71;otu400;otu755;otu697;otu385;otu586;otu681;otu860;otu200;otu75;otu987;otu494;otu982;otu612;otu112;otu759;otu29;otu836;otu156;otu658
group9	0.22118381601264187	otu617;otu133;otu40;otu236;otu614;otu865;otu906;otu168;otu788;otu445;otu405;otu196;otu420;otu359;otu190;otu10;otu379;otu657;otu493;otu641;otu913;otu141;otu323;otu787;otu955;otu877;otu449;otu932;otu881;otu294;otu447;otu43;otu245;otu525;otu339;otu914;otu382;otu263;otu973;otu38;otu889;otu609;otu536;otu240;otu969;otu886;otu74;otu784;otu711;otu383;otu219;otu920;otu533;otu712;otu875;otu301;otu948;otu291;otu550;otu900;otu246;otu849;otu585;otu640;otu682;otu540;otu340;otu757;otu371;otu331;otu958;otu728;otu537;otu103;otu310;otu479;otu911;otu337;otu213;otu206;otu214;otu468;otu185;otu150;otu44;otu481;otu971;otu51;otu754;otu191;otu272;otu978;otu304;otu508;otu993;otu884;otu266;otu898;otu296;otu870
group10	0.035588262141583	otu532;otu857;otu677;otu888;otu325;otu730;otu126;otu644;otu679;otu298;otu629;otu434;otu864;otu584;otu656;otu967;otu362;otu368;otu909;otu602;otu187;otu630;otu521;otu738;otu659;otu137;otu181;otu833;otu771;otu539;otu669;otu430;otu791;otu489;otu342;otu840;otu797;otu716;otu448;otu628;otu254;otu637;otu210;otu228;otu957;otu903;otu351;otu370;otu767;otu918;otu375;otu988;otu81;otu80;otu501;otu562;otu459;otu357;otu915;otu719;otu580;otu826;otu601;otu475;otu275;otu356;otu78;otu476;otu655;otu564;otu49;otu547;otu880;otu238;otu510;otu211;otu56;otu461;otu188;otu774;otu148;otu278;otu467;otu223;otu260;otu194;otu863;otu409;otu666;otu885;otu518;otu503;otu230;otu290;otu41;otu427;otu722;otu937;otu145;otu980
