Core	Average	Leaves
group1	0.03273624791728634	otu114;otu185;otu893;otu204;otu550;otu734;otu534;otu372;otu415;otu628;otu366;otu362;otu517;otu61;otu144;otu849;otu638;otu120;otu343;otu945
group2	0.01938715362830341	otu528;otu928;otu404;otu436;otu479;otu707;otu167;otu389;otu241;otu274;otu132;otu258;otu265;otu457;otu822;otu911;otu954;otu684;otu774;otu162
group3	0.02852001520613562	otu215;otu48;otu172;otu193;otu789;otu986;otu174;otu420;otu565;otu76;otu927;otu922;otu753;otu669;otu839;otu60;otu595;otu779;otu149;otu621
group4	0.003866007132408752	otu427;otu606;otu843;otu867;otu636;otu780;otu758;otu179;otu899;otu750;otu181;otu852;otu475;otu184;otu703;otu869;otu379;otu851;otu853;otu196
group5	0.021852576705057903	otu497;otu862;otu610;otu67;otu106;otu391;otu119;otu19;otu220;otu738;otu936;otu81;otu452;otu907;otu240;otu97;otu446;otu307;otu696;otu660
group6	0.011206712398431136	otu873;otu996;otu583;otu3;otu367;otu924;otu584;otu145;otu206;otu469;otu430;otu630;otu439;otu351;otu472;otu32;otu294;otu878;otu524;otu324
group7	0.0019541194652941134	otu14;otu513;otu426;otu991;otu951;otu409;otu284;otu462;otu967;otu863;otu885;otu198;otu186;otu491;otu769;otu933;otu547;otu412;otu150;otu904
group8	0.004131276079071658	otu89;otu716;otu192;otu830;otu423;otu900;otu637;otu102;otu993;otu247;otu706;otu242;otu250;otu454;otu946;otu84;otu337;otu633;otu529;otu577
group9	0.03384706889104496	otu558;otu609;otu894;otu620;otu350;otu847;otu104;otu233;otu836;otu401;otu507;otu371;otu135;otu205;otu190;otu68;otu261;otu356;otu540;otu433
group10	0.002187513351407942	otu654;otu957;otu368;otu127;otu795;otu516;otu788;otu8;otu576;otu113;otu207;otu219;otu941;otu98;otu417;otu791;otu948;otu476;otu572;otu223
group11	0.022283155034948706	otu846;otu931;otu792;otu63;otu47;otu599;otu781;otu944;otu575;otu649;otu515;otu157;otu623;otu330;otu59;otu987;otu574;otu711;otu333;otu950
group12	0.03151377632245761	otu828;otu317;otu22;otu322;otu504;otu200;otu323;otu230;otu765;otu321;otu641;otu682;otu148;otu83;otu266;otu175;otu141;otu592;otu33;otu940
group13	0.03358323637410084	otu718;otu700;otu688;otu151;otu710;otu768;otu440;otu299;otu194;otu234;otu267;otu78;otu505;otu508;otu693;otu422;otu674;otu80;otu729;otu903
group14	0.020615362065726627	otu747;otu668;otu309;otu378;otu648;otu748;otu91;otu689;otu25;otu766;otu52;otu816;otu275;otu985;otu42;otu942;otu54;otu566;otu46;otu133
group15	0.027075753097747624	otu304;otu236;otu229;otu249;otu139;otu276;otu442;otu35;otu339;otu732;otu533;otu586;otu28;otu354;otu601;otu358;otu71;otu116;otu542;otu889
group16	0.015792907452672728	otu539;otu844;otu692;otu618;otu5;otu974;otu865;otu495;otu485;otu686;otu416;otu461;otu563;otu820;otu393;otu856;otu18;otu365;otu499;otu797
group17	0.025933882346681866	otu663;otu189;otu160;otu164;otu37;otu593;otu794;otu978;otu93;otu538;otu535;otu695;otu244;otu376;otu812;otu549;otu562;otu445;otu629;otu94
group18	0.005581503237891071	otu717;otu464;otu611;otu103;otu965;otu514;otu88;otu503;otu211;otu952;otu567;otu634;otu10;otu318;otu600;otu176;otu85;otu979;otu170;otu536
group19	0.030085276390371313	otu639;otu87;otu448;otu858;otu580;otu895;otu271;otu202;otu180;otu568;otu34;otu502;otu587;otu227;otu305;otu804;otu553;otu864;otu596;otu7
group20	0.025473141283008982	otu177;otu554;otu486;otu169;otu57;otu498;otu605;otu272;otu424;otu30;otu130;otu560;otu203;otu441;otu382;otu303;otu679;otu874;otu667;otu260
group21	0.030554240934612016	otu685;otu171;otu352;otu96;otu165;otu625;otu418;otu334;otu782;otu45;otu178;otu642;otu519;otu155;otu64;otu521;otu449;otu832;otu548;otu556
group22	0.014125283789515643	otu456;otu99;otu90;otu256;otu237;otu341;otu578;otu921;otu925;otu704;otu400;otu9;otu581;otu701;otu671;otu1;otu142;otu360;otu977;otu619
group23	0.03386781524055633	otu760;otu841;otu709;otu913;otu355;otu975;otu277;otu823;otu541;otu751;otu901;otu199;otu764;otu754;otu552;otu49;otu697;otu833;otu934;otu817
group24	0.027064773075789743	otu814;otu995;otu312;otu746;otu386;otu509;otu834;otu652;otu290;otu871;otu201;otu438;otu988;otu453;otu908;otu403;otu460;otu994;otu153;otu483
group25	0.03412687656207295	otu74;otu109;otu658;otu208;otu270;otu319;otu835;otu813;otu579;otu283;otu402;otu50;otu431;otu920;otu888;otu737;otu929;otu997;otu166;otu919
group26	0.030771611103167555	otu702;otu118;otu288;otu41;otu411;otu966;otu897;otu866;otu724;otu112;otu447;otu413;otu82;otu983;otu100;otu801;otu680;otu763;otu739;otu444
