Core	Average	Leaves
group1	0.018132023825712693	otu807;otu286;otu791;otu892;otu609;otu947;otu518;otu118;otu140;otu764;otu425;otu185;otu317;otu179;otu678;otu673;otu702;otu122;otu663;otu318;otu787;otu684;otu771;otu315;otu109;otu39;otu804;otu101;otu553;otu430;otu26;otu755;otu377;otu933;otu472;otu962;otu545;otu3;otu200;otu378
group2	0.02799239654291369	otu28;otu649;otu342;otu587;otu204;otu604;otu928;otu188;otu530;otu971;otu55;otu261;otu789;otu783;otu271;otu454;otu515;otu818;otu275;otu156;otu728;otu784;otu746;otu37;otu198;otu586;otu260;otu152;otu869;otu667;otu475;otu566;otu581;otu759;otu647;otu858;otu959;otu363;otu199;otu474
group3	0.05384969489429262	otu590;otu668;otu955;otu878;otu463;otu873;otu850;otu209;otu726;otu239;otu397;otu473;otu544;otu645;otu509;otu631;otu79;otu720;otu779;otu752;otu110;otu60;otu213;otu23;otu483;otu2;otu840;otu526;otu81;otu952;otu470;otu40;otu107;otu414;otu606;otu365;otu99;otu221;otu100;otu937
group4	0.12091826070861063	otu75;otu305;otu15;otu210;otu224;otu300;otu362;otu216;otu893;otu134;otu723;otu418;otu320;otu560;otu986;otu607;otu980;otu499;otu576;otu741;otu633;otu926;otu484;otu897;otu462;otu551;otu71;otu605;otu856;otu121;otu680;otu634;otu613;otu171;otu455;otu162;otu57;otu857;otu27;otu304
group5	0.0076005191106508765	otu830;otu259;otu687;otu911;otu223;otu452;otu380;otu131;otu332;otu713;otu887;otu312;otu458;otu96;otu871;otu319;otu500;otu243;otu52;otu379;otu77;otu281;otu558;otu349;otu381;otu908;otu105;otu690;otu806;otu372;otu369;otu815;otu674;otu786;otu203;otu782;otu262;otu191;otu329;otu65
group6	0.07627141879288447	otu136;otu825;otu644;otu519;otu58;otu278;otu598;otu564;otu212;otu912;otu160;otu279;otu800;otu345;otu567;otu405;otu308;otu291;otu340;otu476;otu898;otu742;otu773;otu237;otu393;otu954;otu437;otu190;otu572;otu941;otu87;otu967;otu14;otu252;otu375;otu392;otu495;otu640;otu337;otu82
group7	0.03607661819767634	otu970;otu696;otu966;otu577;otu548;otu927;otu13;otu445;otu126;otu306;otu744;otu852;otu593;otu797;otu910;otu423;otu541;otu401;otu717;otu890;otu417;otu211;otu91;otu167;otu781;otu43;otu750;otu570;otu90;otu218;otu870;otu662;otu546;otu785;otu22;otu716;otu549;otu886;otu538;otu494
group8	0.015076503937549692	otu1;otu597;otu754;otu80;otu956;otu901;otu266;otu196;otu428;otu905;otu845;otu727;otu843;otu175;otu552;otu658;otu698;otu733;otu799;otu891;otu139;otu389;otu150;otu671;otu293;otu70;otu161;otu214;otu86;otu839;otu989;otu490;otu355;otu697;otu310;otu30;otu394;otu17;otu521;otu575
group9	0.19243058495604284	otu314;otu686;otu969;otu130;otu957;otu370;otu398;otu496;otu700;otu384;otu202;otu98;otu729;otu719;otu948;otu137;otu832;otu294;otu197;otu45;otu413;otu400;otu864;otu42;otu195;otu346;otu861;otu882;otu244;otu324;otu991;otu19;otu816;otu600;otu964;otu410;otu599;otu24;otu335;otu565
group10	0.006610366099438048	otu757;otu307;otu903;otu846;otu960;otu283;otu416;otu632;otu489;otu961;otu451;otu124;otu46;otu359;otu321;otu629;otu323;otu128;otu669;otu660;otu730;otu208;otu31;otu860;otu85;otu25;otu327;otu525;otu383;otu172;otu436;otu777;otu537;otu888;otu280;otu628;otu76;otu254;otu88;otu326
group11	0.014947559872518505	otu459;otu592;otu471;otu683;otu120;otu758;otu704;otu502;otu391;otu325;otu561;otu803;otu731;otu270;otu62;otu193;otu117;otu264;otu917;otu972;otu164;otu481;otu186;otu356;otu675;otu257;otu827;otu984;otu479;otu769;otu485;otu173;otu618;otu931;otu778;otu505;otu725;otu395;otu703;otu240
group12	0.11474306093197159	otu284;otu311;otu180;otu540;otu745;otu245;otu849;otu47;otu610;otu595;otu54;otu614;otu550;otu50;otu447;otu749;otu108;otu914;otu44;otu234;otu434;otu889;otu925;otu68;otu4;otu387;otu163;otu913;otu89;otu712;otu715;otu219;otu181;otu651;otu622;otu527;otu976;otu665;otu344;otu1000
