Core	Average	Leaves
group1	0.03475761521382389	otu299;otu919;otu488;otu225;otu520;otu101;otu591;otu458;otu24;otu211;otu147;otu19;otu487;otu643;otu604;otu621;otu312;otu498;otu804;otu381;otu806;otu663;otu703;otu481;otu563;otu772;otu374;otu655;otu873;otu706;otu355;otu418;otu255;otu492;otu33;otu76;otu651;otu937;otu206;otu589
group2	0.05556155058199385	otu223;otu677;otu239;otu360;otu964;otu290;otu525;otu191;otu324;otu129;otu67;otu406;otu680;otu317;otu719;otu81;otu472;otu889;otu28;otu691;otu145;otu308;otu653;otu176;otu781;otu442;otu2;otu932;otu546;otu209;otu390;otu832;otu867;otu305;otu811;otu168;otu878;otu334;otu331;otu50
group3	0.0010437849596675213	otu636;otu485;otu548;otu376;otu228;otu99;otu85;otu617;otu763;otu400;otu123;otu128;otu198;otu348;otu826;otu138;otu997;otu847;otu304;otu112;otu515;otu981;otu821;otu387;otu926;otu844;otu330;otu800;otu929;otu427;otu237;otu43;otu874;otu60;otu977;otu283;otu827;otu141;otu11;otu707
group4	0.014950848766990776	otu162;otu497;otu909;otu377;otu899;otu555;otu42;otu783;otu428;otu683;otu641;otu859;otu607;otu650;otu46;otu258;otu593;otu726;otu35;otu149;otu771;otu734;otu681;otu75;otu912;otu203;otu187;otu389;otu407;otu263;otu117;otu457;otu751;otu379;otu410;otu775;otu243;otu784;otu887;otu341
group5	0.03783658032767987	otu260;otu913;otu690;otu676;otu985;otu474;otu433;otu579;otu979;otu227;otu745;otu744;otu12;otu835;otu286;otu817;otu284;otu468;otu89;otu638;otu524;otu362;otu202;otu491;otu445;otu831;otu248;otu818;otu486;otu883;otu328;otu668;otu490;otu739;otu882;otu97;otu477;otu581;otu409;otu988
group6	0.07174436581286106	otu113;otu794;otu278;otu166;otu860;otu766;otu30;otu660;otu842;otu970;otu221;otu163;otu476;otu338;otu528;otu171;otu921;otu465;otu140;otu372;otu363;otu233;otu339;otu437;otu435;otu746;otu177;otu456;otu960;otu369;otu32;otu843;otu21;otu466;otu825;otu506;otu958;otu861;otu385;otu910
group7	0.06352797565176853	otu558;otu144;otu599;otu186;otu501;otu22;otu44;otu875;otu755;otu759;otu56;otu102;otu911;otu588;otu104;otu1;otu992;otu489;otu605;otu630;otu345;otu762;otu973;otu499;otu795;otu600;otu344;otu157;otu933;otu399;otu329;otu98;otu586;otu306;otu872;otu536;otu201;otu712;otu674;otu924
group8	0.025827599390686917	otu995;otu180;otu729;otu727;otu59;otu571;otu998;otu855;otu495;otu94;otu622;otu494;otu675;otu184;otu431;otu356;otu319;otu216;otu786;otu61;otu812;otu942;otu281;otu632;otu993;otu53;otu297;otu785;otu713;otu687;otu34;otu594;otu197;otu47;otu871;otu242;otu963;otu83;otu514;otu277
group9	0.06734534762401778	otu343;otu852;otu132;otu611;otu469;otu436;otu423;otu944;otu92;otu603;otu204;otu857;otu654;otu538;otu146;otu335;otu756;otu52;otu517;otu103;otu738;otu596;otu666;otu624;otu158;otu631;otu159;otu261;otu798;otu127;otu26;otu656;otu72;otu249;otu439;otu659;otu700;otu725;otu18;otu750
group10	0.034689525426914676	otu31;otu475;otu787;otu164;otu568;otu90;otu419;otu336;otu422;otu869;otu684;otu455;otu182;otu959;otu533;otu848;otu416;otu425;otu73;otu760;otu950;otu595;otu682;otu124;otu892;otu716;otu441;otu877;otu601;otu307;otu414;otu982;otu342;otu181;otu396;otu753;otu720;otu511;otu115;otu434
