Core	Average	Leaves
group1	0.026697832552445268	otu550;otu837;otu495;otu624;otu946;otu518;otu513;otu414;otu421;otu759;otu758;otu662;otu59;otu799;otu992;otu262;otu923;otu493;otu708;otu453
group2	0.010240981855901526	otu738;otu494;otu345;otu332;otu172;otu764;otu39;otu117;otu749;otu843;otu171;otu971;otu129;otu706;otu655;otu516;otu616;otu952;otu36;otu730
group3	0.0164216868764143	otu963;otu368;otu200;otu958;otu665;otu919;otu466;otu263;otu524;otu687;otu795;otu552;otu815;otu761;otu312;otu994;otu587;otu626;otu692;otu458
group4	0.018066444148729537	otu9;otu152;otu191;otu924;otu23;otu682;otu942;otu596;otu322;otu867;otu787;otu890;otu463;otu388;otu422;otu859;otu786;otu541;otu300;otu346
group5	0.020638538629480733	otu168;otu514;otu801;otu264;otu954;otu274;otu209;otu63;otu912;otu827;otu487;otu893;otu432;otu866;otu103;otu690;otu267;otu305;otu205;otu268
group6	0.02484879722591072	otu721;otu179;otu489;otu496;otu219;otu737;otu892;otu640;otu832;otu92;otu803;otu838;otu254;otu32;otu334;otu852;otu187;otu671;otu506;otu401
group7	0.019148214595590254	otu569;otu950;otu325;otu766;otu275;otu966;otu177;otu889;otu835;otu208;otu52;otu400;otu437;otu753;otu580;otu423;otu426;otu158;otu577;otu424
group8	0.018599465809285273	otu276;otu995;otu509;otu722;otu218;otu167;otu586;otu980;otu920;otu385;otu974;otu669;otu742;otu315;otu443;otu845;otu333;otu461;otu549;otu777
group9	0.026963408387758535	otu480;otu157;otu882;otu329;otu122;otu525;otu433;otu531;otu933;otu61;otu83;otu743;otu331;otu364;otu538;otu81;otu77;otu383;otu959;otu686
group10	0.023635772043512915	otu419;otu725;otu936;otu149;otu184;otu949;otu113;otu824;otu294;otu634;otu909;otu932;otu726;otu75;otu328;otu321;otu861;otu718;otu507;otu369
group11	0.012999759910580748	otu576;otu285;otu547;otu908;otu279;otu425;otu673;otu486;otu318;otu79;otu559;otu481;otu62;otu478;otu557;otu31;otu610;otu639;otu146;otu881
group12	0.026688890208036754	otu360;otu224;otu811;otu755;otu582;otu763;otu404;otu68;otu745;otu668;otu997;otu704;otu459;otu244;otu791;otu848;otu287;otu746;otu527;otu231
group13	0.03310095361284956	otu335;otu370;otu381;otu794;otu579;otu373;otu679;otu249;otu86;otu983;otu500;otu864;otu960;otu602;otu856;otu239;otu155;otu94;otu528;otu195
group14	0.016565623313957917	otu477;otu438;otu863;otu387;otu11;otu408;otu311;otu159;otu25;otu719;otu606;otu111;otu341;otu362;otu338;otu343;otu776;otu589;otu584;otu941
group15	0.022259780265749825	otu769;otu127;otu348;otu227;otu712;otu337;otu74;otu27;otu728;otu629;otu635;otu928;otu967;otu797;otu302;otu93;otu96;otu199;otu204;otu175
group16	0.02509599298987009	otu70;otu733;otu320;otu607;otu512;otu888;otu395;otu141;otu17;otu298;otu488;otu48;otu238;otu896;otu95;otu38;otu357;otu744;otu7;otu145
group17	0.013286510919430075	otu695;otu985;otu535;otu198;otu851;otu436;otu664;otu709;otu545;otu234;otu365;otu416;otu324;otu903;otu916;otu210;otu110;otu637;otu870;otu517
group18	0.019657692791483276	otu143;otu969;otu431;otu468;otu29;otu55;otu853;otu926;otu720;otu831;otu257;otu88;otu498;otu520;otu10;otu962;otu693;otu984;otu591;otu375
group19	0.013352999334733155	otu850;otu192;otu407;otu193;otu34;otu565;otu435;otu805;otu767;otu646;otu413;otu197;otu472;otu570;otu663;otu608;otu543;otu202;otu415;otu310
group20	0.03094747796398298	otu716;otu49;otu105;otu174;otu872;otu860;otu566;otu756;otu399;otu834;otu371;otu907;otu434;otu814;otu304;otu479;otu137;otu144;otu303;otu871
group21	0.022907076469059286	otu473;otu359;otu605;otu813;otu627;otu906;otu585;otu89;otu223;otu955;otu977;otu519;otu449;otu296;otu225;otu460;otu820;otu58;otu913;otu910
group22	0.011060510882259324	otu675;otu621;otu972;otu978;otu976;otu464;otu641;otu140;otu138;otu475;otu201;otu553;otu782;otu216;otu33;otu485;otu245;otu982;otu185;otu653
group23	0.012814790363087027	otu504;otu213;otu126;otu398;otu65;otu895;otu253;otu560;otu929;otu476;otu877;otu772;otu618;otu788;otu812;otu228;otu891;otu220;otu462;otu783
group24	0.020507300454023797	otu102;otu544;otu841;otu273;otu714;otu529;otu578;otu897;otu823;otu558;otu670;otu266;otu600;otu940;otu382;otu828;otu349;otu939;otu590;otu510
group25	0.019294406856548135	otu611;otu482;otu999;otu632;otu212;otu677;otu981;otu875;otu190;otu243;otu469;otu854;otu681;otu894;otu98;otu441;otu762;otu526;otu697;otu603
group26	0.016725948114139303	otu561;otu136;otu64;otu945;otu101;otu411;otu67;otu833;otu521;otu792;otu857;otu901;otu28;otu741;otu672;otu24;otu619;otu316;otu256;otu710
group27	0.029202463867884193	otu862;otu180;otu457;otu323;otu573;otu6;otu858;otu409;otu847;otu917;otu804;otu114;otu8;otu445;otu313;otu327;otu925;otu676;otu374;otu162
group28	0.024037739266702673	otu215;otu448;otu314;otu793;otu367;otu658;otu26;otu474;otu970;otu80;otu147;otu131;otu873;otu574;otu491;otu617;otu614;otu490;otu82;otu66
group29	0.016933974696261705	otu247;otu748;otu503;otu817;otu554;otu182;otu211;otu87;otu499;otu943;otu754;otu613;otu595;otu41;otu844;otu4;otu363;otu691;otu818;otu390
group30	0.025642727296629125	otu567;otu378;otu568;otu35;otu620;otu511;otu406;otu796;otu232;otu19;otu898;otu446;otu47;otu562;otu150;otu770;otu214;otu735;otu428;otu601
group31	0.016993777501956162	otu904;otu420;otu297;otu160;otu389;otu189;otu961;otu575;otu937;otu645;otu229;otu778;otu309;otu729;otu3;otu594;otu40;otu934;otu277;otu717
group32	0.01673823916575309	otu922;otu869;otu397;otu885;otu447;otu84;otu342;otu775;otu452;otu57;otu989;otu60;otu37;otu740;otu258;otu802;otu439;otu656;otu501;otu236
group33	0.014665995349654345	otu278;otu736;otu768;otu842;otu50;otu649;otu615;otu71;otu358;otu217;otu351;otu355;otu142;otu252;otu905;otu20;otu384;otu353;otu43;otu583
group34	0.029434551574298203	otu750;otu99;otu340;otu240;otu372;otu680;otu376;otu698;otu779;otu260;otu876;otu166;otu644;otu987;otu773;otu91;otu944;otu154;otu393;otu281
group35	0.018705333693508977	otu683;otu865;otu715;otu548;otu991;otu592;otu659;otu751;otu307;otu288;otu417;otu386;otu430;otu109;otu308;otu271;otu130;otu139;otu781;otu226
group36	0.012803078224110531	otu242;otu344;otu173;otu283;otu112;otu581;otu731;otu347;otu251;otu998;otu178;otu280;otu774;otu156;otu571;otu450;otu810;otu1;otu752;otu515
group37	0.01148822275226549	otu784;otu235;otu165;otu739;otu292;otu685;otu696;otu927;otu666;otu186;otu78;otu379;otu622;otu30;otu444;otu21;otu148;otu879;otu291;otu293
group38	0.02444198506324124	otu996;otu135;otu830;otu979;otu284;otu534;otu255;otu2;otu702;otu46;otu874;otu938;otu237;otu442;otu18;otu964;otu623;otu45;otu22;otu505
group39	0.01231767333400159	otu115;otu902;otu612;otu361;otu286;otu471;otu176;otu418;otu120;otu855;otu134;otu492;otu350;otu352;otu849;otu391;otu625;otu42;otu703;otu470
group40	0.01717410816639758	otu522;otu153;otu12;otu451;otu536;otu948;otu846;otu711;otu116;otu151;otu588;otu537;otu1000;otu785;otu290;otu808;otu727;otu900;otu798;otu957
group41	0.017468708078677255	otu713;otu221;otu272;otu508;otu564;otu90;otu868;otu455;otu953;otu188;otu914;otu789;otu807;otu734;otu467;otu164;otu822;otu5;otu161;otu650
